lakeid,trans,dist,setdate,coldate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,comments.2
myv,flg,150,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,14,37,0,NA,NA
myv,flg,500,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,3,16,1,NA,NA
myv,hag,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,5,485,5,NA,NA
myv,hag,50,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,7,14,0,spilled in field,NA
myv,hag,150,2011-07-05,2011-07-19,14,NA,NA,NA,1,1,1,0,8,4,NA,NA
myv,hag,500,2011-07-05,2011-07-19,14,NA,NA,NA,1,1,1,10,8,3,NA,NA
myv,non,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,8,188,0,NA,NA
myv,non,50,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,28,238,0,NA,NA
myv,non,150,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,10,44,0,NA,NA
myv,skf,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,0,132,0,NA,NA
myv,skf,50,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,7,29,0,NA,NA
myv,skf,150,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,3,20,0,NA,NA
myv,skf,500,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,0,12,0,NA,NA
myv,vin,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,5,54,0,NA,NA
myv,vin,50,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,5,9,0,NA,NA
myv,vin,150,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,5,14,0,NA,NA
myv,kal,5,2011-07-05,2011-07-20,7,NA,NA,NA,1,1,1,3,598,36,NA,NA
myv,kal,50,2011-07-05,2011-07-20,15,NA,NA,NA,1,1,1,22,338,10,sample missing??,Refers to archived sample?
myv,kal,150,2011-07-05,2011-07-20,15,NA,NA,NA,1,1,1,32,173,6,NA,NA
myv,btl,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,1,18,0,NA,NA
myv,btl,50,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,2,46,0,NA,NA
myv,btl,150,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,1,13,0,NA,NA
myv,flg,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,4,573,5,NA,NA
myv,flg,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,3,422,10,NA,NA
myv,flg,150,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,4,54,0,NA,NA
myv,flg,500,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,2,39,0,NA,NA
myv,hag,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,0,53,0,NA,NA
myv,hag,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,0,19,1,NA,NA
myv,hag,150,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,0,25,1,NA,NA
myv,hag,500,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,0,13,1,NA,NA
myv,kal,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,0,232,0,NA,NA
myv,kal,50,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,5,227,0,NA,NA
myv,kal,150,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,6,172,0,NA,NA
myv,non,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,4,148,0,NA,NA
myv,non,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,11,145,0,NA,NA
myv,non,150,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,3,28,0,NA,NA
myv,skf,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,222,4,14,NA,NA
myv,skf,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,3,114,8,NA,NA
myv,skf,150,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,3,68,6,NA,NA
myv,skf,500,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,7,18,0,NA,NA
myv,vin,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,10,148,60,NA,NA
myv,vin,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,2,45,24,NA,NA
myv,vin,150,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,4,19,27,NA,NA
hel,hel1,5,2011-07-17,2011-08-07,11,NA,NA,NA,1,1,1,0,90,4,NA,NA
hel,hel1,50,2011-07-17,2011-08-07,21,NA,NA,NA,1,1,1,0,62,1,NA,NA
hel,hel1,150,2011-07-17,2011-08-07,21,NA,NA,NA,1,1,1,0,12,7,NA,NA
hel,hel1,500,2011-07-17,2011-08-07,21,NA,NA,NA,1,1,1,0,24,4,NA,NA
hel,hel2,5,2011-07-17,2011-08-07,9,NA,NA,NA,1,1,1,0,75,2,NA,NA
hel,hel2,50,2011-07-17,2011-08-07,9,NA,NA,NA,1,1,1,0,6,4,NA,NA
hel,hel2,150,2011-07-17,2011-08-07,9,NA,NA,NA,1,1,1,0,17,10,NA,NA
hel,hel2,500,2011-07-17,2011-08-07,21,NA,NA,NA,1,1,1,0,0,2,NA,NA
myv,btl,5,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,8,333,0,others are mostly bracycera in this sampling session,NA
myv,btl,50,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,14,118,0,NA,NA
myv,btl,150,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,20,161,0,NA,NA
myv,flg,5,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,14,465,3,NA,NA
myv,flg,50,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,34,105,0,NA,NA
myv,flg,150,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,30,28,0,NA,NA
myv,flg,500,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,0,26,0,NA,NA
myv,hag,5,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,6,176,10,NA,NA
myv,hag,50,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,22,52,0,NA,NA
myv,hag,150,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,8,95,1,NA,NA
myv,hag,500,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,6,43,0,NA,NA
myv,kal,5,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,11,208,0,NA,NA
myv,kal,50,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,161,401,0,NA,NA
myv,kal,150,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,68,164,0,NA,NA
myv,non,5,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,12,144,0,NA,NA
myv,non,50,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,10,29,0,NA,NA
myv,non,150,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,13,62,0,NA,NA
myv,skf,20,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,14,220,0,NA,NA
myv,skf,50,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,2,90,0,NA,NA
myv,skf,200,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,9,267,0,NA,NA
myv,skf,350,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,0,23,0,NA,NA
myv,vin,5,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,13,128,0,NA,NA
myv,vin,50,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,9,50,0,NA,NA
myv,vin,150,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,3,31,0,NA,NA
myv,btl,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,48,697,2,NA,NA
myv,btl,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,142,503,9,NA,NA
myv,btl,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,96,408,5,NA,NA
myv,flg,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,35,516,NA,NA,NA
myv,flg,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,101,386,2,NA,NA
myv,flg,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,70,140,NA,NA,Simuliid was blank.
myv,flg,500,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,6,28,NA,NA,Simuliid was blank.
myv,hag,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,4,291,NA,NA,"Simuliid was blank.There are two entries with the same transect, distance, and dates. One may be BTL 50 from the next sampling event, which is missing. No way to tell"
myv,hag,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,7,468,5,NA,".There are two entries with the same transect, distance, and dates. One may be BTL 50 from the next sampling event, which is missing. No way to tell"
myv,hag,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,129,282,21,NA,NA
myv,hag,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,48,143,4,NA,NA
myv,hag,500,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,10,108,4,NA,NA
myv,kal,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,24,612,2,NA,NA
myv,kal,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,133,250,11,NA,NA
myv,kal,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,241,196,3,NA,NA
myv,non,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,19,611,1,NA,NA
myv,non,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,37,226,2,NA,NA
myv,non,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,24,86,4,NA,NA
myv,skf,20,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,118,417,5,NA,"JB: These were originally labeled as 5, 50, 150, 500 changed to 20, 50, 200, and 350 to match other sampling events in 2012. 8 Oct 2021"
myv,skf,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,170,171,2,NA,"JB: These were originally labeled as 5, 50, 150, 500 changed to 20, 50, 200, and 350 to match other sampling events in 2012. 8 Oct 2021"
myv,skf,200,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,53,186,1,NA,"JB: These were originally labeled as 5, 50, 150, 500 changed to 20, 50, 200, and 350 to match other sampling events in 2012. 8 Oct 2021"
myv,skf,350,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,5,30,1,NA,"JB: These were originally labeled as 5, 50, 150, 500 changed to 20, 50, 200, and 350 to match other sampling events in 2012. 8 Oct 2021"
myv,vin,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,36,356,3,NA,NA
myv,vin,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,16,88,3,NA,NA
myv,vin,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,3,44,6,NA,NA
myv,btl,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,14,653,11,NA,NA
myv,btl,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,20,345,37,NA,NA
myv,flg,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,38,1516,11,NA,NA
myv,flg,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,130,1172,2,NA,NA
myv,flg,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,132,225,2,NA,NA
myv,flg,500,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,26,89,0,NA,NA
myv,hag,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,0.17178,1,1,962,5,NA,NA
myv,hag,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,30,348,12,NA,NA
myv,hag,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,14,171,15,NA,NA
myv,hag,500,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,4,62,15,NA,NA
myv,kal,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,NA,NA,NA,NA,row was highlighted indicating the sample was lost?
myv,kal,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,0.11452,1,25,205,4,NA,NA
myv,kal,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,115,612,0,NA,NA
myv,non,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,15,638,5,NA,NA
myv,non,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,13,262,3,NA,NA
myv,non,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,19,418,0,NA,NA
myv,skf,20,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,13,338,17,NA,NA
myv,skf,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,1,185,5,NA,NA
myv,skf,200,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,0,291,4,NA,NA
myv,skf,350,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,0,44,0,NA,NA
myv,vin,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,11,331,7,NA,NA
myv,vin,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,15,157,1,NA,NA
myv,vin,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,4,41,0,NA,NA
myv,btl,5,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,3,187,4,NA,NA
myv,btl,50,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,1,771,0,NA,NA
myv,btl,150,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,4,241,0,NA,NA
myv,flg,5,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,6,1455,0,NA,NA
myv,flg,50,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,7,858,1,NA,NA
myv,flg,150,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,9,280,2,NA,NA
myv,flg,500,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,11,79,0,NA,NA
myv,hag,5,2012-07-03,2012-07-17,14,NA,NA,NA,1,0.11452,1,0,336,0,NA,Distance was 20? This transect was missing a 5 so I changed it to 5.
myv,hag,50,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,2,197,8,NA,NA
myv,hag,150,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,0,174,14,NA,NA
myv,hag,500,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,1,26,5,NA,NA
myv,kal,5,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,1,877,3,NA,NA
myv,kal,50,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,8,746,0,NA,NA
myv,kal,150,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,8,479,7,NA,NA
myv,non,5,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,6,828,6,NA,NA
myv,non,50,2012-07-03,2012-07-17,14,NA,NA,NA,1,0.17178,1,1,207,1,NA,NA
myv,non,150,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,4,196,4,NA,NA
myv,skf,20,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,1,227,6,NA,NA
myv,skf,50,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,0,136,2,NA,NA
myv,skf,200,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,0,93,1,NA,NA
myv,skf,350,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,0,70,0,NA,NA
myv,vin,5,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,2,263,4,NA,NA
myv,vin,50,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,1,242,1,NA,NA
myv,vin,150,2012-07-03,2012-07-17,14,NA,NA,NA,1,1,1,3,113,3,NA,NA
myv,btl,5,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,1501,0,NA,NA
myv,btl,50,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,2,973,0,NA,NA
myv,btl,150,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,398,0,NA,NA
myv,flg,5,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,1134,0,NA,NA
myv,flg,50,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,3,689,0,NA,NA
myv,flg,150,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,2,228,0,NA,NA
myv,flg,500,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,2,102,0,NA,NA
myv,hag,5,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,1777,20,NA,NA
myv,hag,50,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,389,1,NA,NA
myv,hag,150,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,1,246,0,NA,NA
myv,hag,500,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,1,108,0,NA,NA
myv,kal,50,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,2,729,2,NA,NA
myv,kal,150,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,6,578,0,NA,NA
myv,non,5,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,243,0,NA,NA
myv,non,50,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,360,0,NA,One of these is possibly kal 5. No way to tell
myv,non,50,2012-07-17,2012-07-31,14,NA,NA,NA,1,0.22904,1,0,601,0,NA,One of these is possibly kal 5. No way to tell
myv,non,150,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,181,1,NA,NA
myv,skf,20,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,361,0,NA,NA
myv,skf,50,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,1,273,0,NA,NA
myv,skf,200,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,71,0,NA,NA
myv,skf,350,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,55,0,NA,NA
myv,vin,5,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,1,383,0,NA,NA
myv,vin,50,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,282,0,NA,NA
myv,vin,150,2012-07-17,2012-07-31,14,NA,NA,NA,1,1,1,0,61,2,NA,NA
myv,btl,5,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,332,0,NA,NA
myv,btl,50,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,886,0,NA,NA
myv,btl,150,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,380,10,NA,NA
myv,flg,5,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,1,504,0,NA,NA
myv,flg,50,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,4,370,1,NA,NA
myv,flg,150,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,4,57,0,NA,NA
myv,flg,500,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,3,38,1,NA,NA
myv,hag,5,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,1319,0,NA,NA
myv,hag,50,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,104,4,NA,NA
myv,hag,150,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,149,0,NA,NA
myv,hag,500,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,101,0,NA,NA
myv,kal,5,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,NA,NA,NA,"KAL was taken down on the 31st, no samples on these dates",NA
myv,kal,50,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,NA,NA,NA,"KAL was taken down on the 31st, no samples on these dates",NA
myv,kal,150,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,NA,NA,NA,"KAL was taken down on the 31st, no samples on these dates",NA
myv,non,5,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,765,0,NA,NA
myv,non,50,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,3,1020,2,NA,NA
myv,non,150,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,1,136,1,sample missing??,comment indicates sample missing. There were numbers recorded. Possibly the sample was not archived?
myv,skf,20,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,207,2,NA,NA
myv,skf,50,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,139,2,NA,NA
myv,skf,200,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,83,0,NA,NA
myv,skf,350,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,1,35,1,NA,NA
myv,vin,5,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,1,405,2,NA,NA
myv,vin,50,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,189,1,NA,NA
myv,vin,150,2012-07-31,2012-08-09,9,NA,NA,NA,1,1,1,0,56,0,NA,NA
myv,btl,5,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,418,208,5,NA,NA
myv,btl,50,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,625,505,1,NA,NA
myv,btl,150,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,933,164,19,NA,NA
myv,flg,5,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,392,180,5,NA,NA
myv,flg,50,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,839,356,0,NA,NA
myv,flg,150,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,744,356,0,NA,NA
myv,flg,500,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,166,68,0,NA,NA
myv,hag,5,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,821,7470,15,sample was split for counting and apprx 33% of big chir lost. Estimate 0f 204 added to 617 to obtain 821,NA
myv,hag,50,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,1384,237,7,NA,NA
myv,hag,150,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,403,403,4,NA,NA
myv,hag,500,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,56,53,8,NA,NA
myv,kal,5,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,206,246,1,NA,NA
myv,kal,50,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,1695,489,60,NA,NA
myv,kal,150,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,1290,76,6,NA,NA
myv,non,5,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,835,3195,3,NA,NA
myv,non,50,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,897,85,6,NA,NA
myv,non,150,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,629,63,3,NA,NA
myv,skf,20,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,1081,1121,11,NA,NA
myv,skf,50,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,845,530,5,NA,NA
myv,skf,200,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,690,445,10,NA,NA
myv,skf,350,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,140,211,4,NA,NA
myv,vin,5,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,2100,717,12,NA,NA
myv,vin,50,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,894,126,8,NA,NA
myv,vin,150,2013-06-05,2013-06-18,13,NA,NA,NA,1,1,1,749,190,6,NA,NA
hel,hel1,5,2013-06-05,2013-06-21,16,NA,NA,NA,1,1,1,144,4,83,NA,NA
hel,hel1,50,2013-06-05,2013-06-21,16,NA,NA,NA,1,1,1,11,17,38,NA,NA
hel,hel1,150,2013-06-05,2013-06-21,16,NA,NA,NA,1,1,1,2,9,28,NA,NA
hel,hel1,500,2013-06-05,2013-06-21,16,NA,NA,NA,1,1,1,1,1,105,NA,NA
hel,hel2,5,2013-06-05,2013-06-21,16,NA,NA,NA,1,1,1,102,22,201,NA,NA
hel,hel2,50,2013-06-05,2013-06-21,16,NA,NA,NA,1,1,1,7,15,35,NA,NA
hel,hel2,150,2013-06-05,2013-06-21,16,NA,NA,NA,1,1,1,10,35,35,NA,NA
hel,hel2,500,2013-06-05,2013-06-21,16,NA,NA,NA,1,1,1,2,4,60,NA,NA
hel,hel1,5,2013-06-21,2013-07-03,12,NA,NA,NA,1,1,1,3,119,316,NA,NA
hel,hel1,50,2013-06-21,2013-07-03,12,NA,NA,NA,1,1,1,0,61,39,NA,NA
hel,hel1,150,2013-06-21,2013-07-03,12,NA,NA,NA,1,1,1,1,11,75,NA,NA
hel,hel1,500,2013-06-21,2013-07-03,12,NA,NA,NA,1,1,1,0,9,147,NA,NA
hel,hel2,5,2013-06-21,2013-07-03,12,NA,NA,NA,1,1,1,6,325,105,NA,NA
hel,hel2,50,2013-06-21,2013-07-03,12,NA,NA,NA,1,1,1,0,35,15,NA,NA
hel,hel2,150,2013-06-21,2013-07-03,12,NA,NA,NA,1,1,1,5,41,31,NA,NA
hel,hel2,500,2013-06-21,2013-07-03,12,NA,NA,NA,1,1,1,0,4,27,NA,NA
myv,btl,5,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,16,152,6,NA,NA
myv,btl,50,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,23,148,19,NA,NA
myv,btl,150,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,46,32,25,NA,NA
myv,flg,5,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,55,728,17,NA,NA
myv,flg,50,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,199,482,12,NA,NA
myv,flg,150,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,130,118,1,NA,NA
myv,flg,500,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,44,74,7,NA,NA
myv,hag,5,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,28,517,23,NA,NA
myv,hag,50,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,37,74,26,NA,NA
myv,hag,150,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,42,94,20,NA,NA
myv,hag,500,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,2,8,19,NA,NA
myv,kal,5,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,31,258,15,NA,NA
myv,kal,50,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,142,141,13,NA,NA
myv,kal,150,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,42,47,4,NA,NA
myv,non,5,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,91,1608,2,NA,NA
myv,non,50,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,98,236,0,NA,NA
myv,non,150,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,131,136,7,NA,NA
myv,skf,20,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,32,93,28,NA,NA
myv,skf,50,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,24,73,24,NA,NA
myv,skf,200,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,13,61,11,NA,NA
myv,skf,350,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,3,40,10,NA,NA
myv,vin,5,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,256,758,24,NA,NA
myv,vin,50,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,74,92,14,NA,NA
myv,vin,150,2013-06-18,2013-07-03,15,NA,NA,NA,1,1,1,195,148,22,NA,NA
myv,btl,5,2013-07-03,2013-07-17,14,NA,NA,NA,1,1,1,0,70,3,NA,NA
